total_latency_ms,cache_hit_rate,cache_miss_rate,expert_loads,cache_misses,memory_usage_mb,l1_hit_rate,l2_hit_rate,l3_hit_rate,strategy,strategy_name,batch_size,run,sequence_length,complexity_score,timestamp
1269.5348827532498,0.9685212298682284,0.0314787701317716,508,508,1339.5,0.9151415324548561,0.053379697413372375,0.0,C,Multi-Look,4,9,2048,8.5,2025-07-21T21:45:00.402076
1488.3995097440927,0.9533918984870668,0.04660810151293314,756,756,1197.0,0.9136163982430454,0.039775500244021475,0.0,C,Multi-Look,8,0,2048,8.5,2025-07-21T21:45:01.629346
1415.902825059634,0.9583943387018058,0.04160566129819424,674,674,1140.0,0.9169106881405563,0.04148365056124939,0.0,C,Multi-Look,8,1,2048,8.5,2025-07-21T21:45:02.785862
1419.7393874827485,0.958272327964861,0.04172767203513909,676,676,1225.5,0.9166666666666666,0.04154465592972181,6.1005368472425575e-05,C,Multi-Look,8,2,2048,8.5,2025-07-21T21:45:03.945608
1438.8966383617028,0.9567471937530503,0.04325280624694973,701,701,1168.5,0.9166666666666666,0.0400805270863836,0.0,C,Multi-Look,8,3,2048,8.5,2025-07-21T21:45:05.104928
1436.816326355314,0.9569302098584676,0.043069790141532456,698,698,1168.5,0.9183748169838946,0.038555392874572963,0.0,C,Multi-Look,8,4,2048,8.5,2025-07-21T21:45:06.252066
1463.026844360328,0.9551610541727672,0.044838945827232794,727,727,1140.0,0.9105661298194241,0.04459492435334309,0.0,C,Multi-Look,8,5,2048,8.5,2025-07-21T21:45:07.399080
1413.9160757595357,0.9585773548072231,0.04142264519277696,671,671,1140.0,0.9165446559297218,0.04203269887750122,0.0,C,Multi-Look,8,6,2048,8.5,2025-07-21T21:45:08.719443
1434.2462983041548,0.9571742313323572,0.042825768667642754,694,694,1168.5,0.9141654465592972,0.04300878477306003,0.0,C,Multi-Look,8,7,2048,8.5,2025-07-21T21:45:09.882373
1431.0613415538799,0.9573572474377745,0.042642752562225474,691,691,1111.5,0.9158125915080527,0.04154465592972181,0.0,C,Multi-Look,8,8,2048,8.5,2025-07-21T21:45:11.054505
1450.9009352158573,0.9559541239629087,0.044045876037091265,714,714,1140.0,0.913555392874573,0.04239873108833577,0.0,C,Multi-Look,8,9,2048,8.5,2025-07-21T21:45:12.246758
1357.508691733831,0.9623596876525135,0.037640312347486576,609,609,1254.0,0.9119692532942899,0.050390434358223525,0.0,C,Multi-Look,16,0,2048,8.5,2025-07-21T21:45:13.479389
1317.1856144906747,0.965165934602245,0.034834065397755,563,563,1282.5,0.9145314787701317,0.0505734504636408,6.1005368472425575e-05,C,Multi-Look,16,1,2048,8.5,2025-07-21T21:45:14.614486
